DOEID,MULTSTV,MICRO,TOASTER,COFFEE,NUMFRIG,CWASHER,WASHLOAD,DRYER,NUMCFAN,TVCOLOR,BIGTV,DVD,PLAYSTA,TVONWD,TVONWE,STEREO,NUMPC,LAPTOPPC,PCTYPE1,PCPRINT,AIRCOND,LGT12,NOUTLGTNT,DOLLAREL
1221,0,0,1,0,2,1,2,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,336
1222,0,1,0,0,1,1,3,1,0,2,0,1,0,2,2,1,2,1,2,1,1,0,3,972
1223,0,1,0,0,1,0,0,0,0,1,1,1,1,3,2,0,1,0,1,0,1,1,0,770
1224,0,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,537
1225,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,2,1,1,1,0,982
1226,0,1,0,1,2,1,2,1,1,2,0,2,1,2,2,0,1,1,2,1,1,0,0,939
1227,0,1,0,1,1,1,4,1,4,2,0,1,1,4,4,1,1,0,1,1,1,1,0,2180
1228,1,1,0,0,2,1,5,1,0,4,0,0,0,3,3,1,0,0,0,0,1,2,1,782
1229,0,1,0,0,2,1,3,1,6,5,0,5,0,2,2,1,3,0,1,1,1,0,0,1401
1230,0,1,0,0,1,1,4,1,1,3,1,2,1,3,3,1,1,0,1,1,1,0,1,1419
1231,0,1,0,0,2,1,4,1,1,2,0,1,1,2,2,1,0,0,0,0,0,0,0,750
1232,0,1,0,0,2,1,2,1,0,4,0,0,0,1,3,0,0,0,0,0,1,0,0,1101
1233,0,1,1,0,2,1,3,1,6,4,0,3,1,3,3,1,4,0,1,1,1,2,1,2442
1234,0,1,1,0,1,1,2,1,2,2,0,0,0,2,1,1,2,0,1,1,1,0,0,744
1235,0,0,0,1,1,1,2,1,0,1,0,0,0,3,3,1,0,0,0,0,0,0,1,587
1236,0,1,1,1,2,1,4,1,4,1,0,1,0,2,2,1,1,0,1,1,1,0,0,1501
1237,0,1,0,0,1,1,5,1,2,4,0,1,1,3,4,1,1,1,2,0,1,10,0,1474
1238,0,1,0,0,1,1,2,1,2,3,0,2,0,3,3,1,1,0,1,0,1,0,1,584
1239,0,1,0,0,1,1,3,1,0,2,2,2,1,2,3,1,1,0,1,1,0,0,0,581
1240,0,1,1,0,1,1,2,0,1,3,1,0,0,2,2,1,1,0,1,1,1,0,0,2324
1241,0,1,0,1,1,1,1,1,0,1,1,0,0,2,1,0,1,0,1,0,1,0,0,681
1242,0,1,1,0,1,1,1,1,4,2,0,1,0,2,2,0,3,1,2,0,1,3,0,846
1243,0,1,1,1,1,1,2,1,6,2,0,1,0,2,4,1,1,0,1,1,1,0,0,1614
1244,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,806
1245,0,1,1,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,496
1246,0,1,0,1,1,1,2,1,2,1,1,1,0,3,3,0,0,0,0,0,1,0,0,589
1247,1,1,0,0,2,1,1,1,0,3,0,1,0,4,3,1,1,0,1,1,1,5,0,1078
1248,0,1,0,1,1,1,3,1,5,2,0,1,0,2,2,1,0,0,0,0,1,0,1,1937
1249,0,1,0,1,1,1,2,1,4,4,1,3,1,3,4,1,1,0,1,1,1,0,0,1663
1250,0,0,1,1,2,1,2,1,0,3,1,1,0,3,3,1,1,0,1,1,1,0,0,1189
1251,0,1,0,0,2,1,2,1,1,4,0,1,0,3,2,1,2,0,1,1,1,1,8,609
1252,0,1,1,0,1,1,3,1,2,1,0,0,0,3,3,0,0,0,0,0,1,0,1,1904
1253,0,0,0,1,2,1,2,1,3,2,1,2,0,3,3,1,0,0,0,0,1,1,1,1383
1254,0,1,0,1,1,1,3,1,0,2,0,0,0,3,2,1,1,0,1,1,1,0,0,881
1255,0,1,1,1,1,0,0,0,4,1,0,1,0,2,2,0,0,0,0,0,1,0,0,451
1256,0,1,0,0,1,0,0,0,5,3,0,2,1,3,3,1,1,0,1,1,1,3,2,2435
1257,0,1,0,1,1,1,4,1,5,4,0,1,1,2,2,1,1,0,1,1,1,2,0,1182
1258,0,1,0,1,2,1,2,1,4,2,0,2,1,3,3,1,1,0,1,1,0,1,0,647
1259,0,1,1,0,2,1,4,1,2,4,0,2,1,4,2,1,1,0,1,1,0,0,0,2277
1260,0,1,1,1,1,1,3,1,3,2,0,2,1,2,2,1,1,0,1,1,1,1,0,719
1261,0,1,0,0,1,0,0,0,0,3,1,1,1,3,3,1,0,0,0,0,1,2,0,343
1262,0,0,0,0,1,1,5,1,1,2,0,2,1,2,3,1,1,0,1,1,1,1,0,1810
1263,0,1,0,1,1,1,2,1,0,2,0,0,0,2,2,0,1,0,1,1,1,0,0,406
1264,0,1,1,1,1,1,3,1,2,3,0,2,0,2,2,1,3,1,1,1,1,0,0,418
1265,0,1,1,0,1,1,2,1,4,4,0,2,1,2,2,1,1,1,2,1,1,0,1,2335
1266,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122
1267,0,1,0,1,1,1,5,1,3,2,0,1,1,3,3,0,0,0,0,0,0,2,0,2294
1268,0,1,0,1,1,1,3,0,3,1,0,1,1,4,2,1,2,0,1,1,1,0,0,722
1269,0,1,0,0,1,1,3,1,0,2,1,2,0,3,3,0,0,0,0,0,0,0,1,846
1270,0,1,0,1,1,1,4,1,3,3,1,2,0,2,3,0,1,1,2,1,1,0,0,1087
1271,0,1,1,1,3,1,3,1,2,4,0,2,1,3,3,1,4,1,1,1,1,0,0,3121
1272,0,1,0,1,1,1,2,1,3,2,0,0,0,2,2,0,1,1,2,0,1,0,0,513
1273,0,1,1,1,1,1,3,1,1,4,4,2,1,3,3,1,2,1,1,1,1,2,0,1907
1274,0,1,1,0,1,1,2,1,0,2,1,0,0,1,1,1,1,0,1,1,1,0,0,709
1275,0,1,1,1,1,1,3,1,3,1,0,1,1,2,2,1,3,2,2,1,0,0,0,408
1276,0,1,0,1,2,1,2,1,5,0,0,0,0,0,0,1,4,1,1,1,1,0,2,940
1277,0,1,1,1,1,1,3,1,3,3,0,1,1,2,3,1,2,0,1,1,1,0,3,1184
1278,0,1,0,1,1,1,2,1,0,2,1,1,0,2,2,0,1,0,1,1,1,2,1,2806
1279,0,1,1,1,1,0,0,0,3,1,0,0,0,3,3,1,0,0,0,0,0,1,0,514
1280,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3,0,0,0,0,0,1,0,0,555
1281,0,1,1,1,1,1,3,1,2,2,0,1,0,3,3,1,0,0,0,0,1,0,0,404
1282,0,1,0,1,1,1,3,1,1,2,0,2,1,2,3,1,2,0,1,1,1,0,0,1256
1283,0,0,1,0,1,1,3,0,2,2,0,1,1,3,3,1,1,0,1,0,1,8,0,1434
1284,0,1,1,1,1,1,1,1,3,2,0,0,0,3,3,1,1,0,1,1,1,0,0,307
1285,0,1,1,0,1,1,3,1,1,3,1,1,0,2,2,1,1,1,2,1,1,1,0,667
1286,0,1,1,0,1,1,2,1,1,1,0,1,0,2,2,1,1,0,1,0,1,0,0,695
1287,0,1,1,1,1,1,3,1,5,4,0,2,0,2,3,1,1,0,1,1,1,0,1,2160
1288,1,1,1,1,2,1,3,1,14,5,0,1,0,1,1,0,2,0,1,1,1,0,1,2146
1289,0,1,0,0,1,1,2,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,372
1290,0,1,0,0,2,1,4,1,6,3,0,2,0,2,2,1,1,1,2,1,1,0,0,1986
1291,0,1,0,1,1,1,3,1,0,2,0,1,0,2,2,1,2,1,2,1,1,0,1,1515
1292,0,1,0,0,2,1,2,1,0,3,1,1,1,2,3,1,1,0,1,1,1,0,2,1841
1293,0,1,1,0,1,1,1,1,0,2,0,0,0,3,1,0,1,0,1,0,0,0,0,311
1294,0,1,1,1,1,1,3,1,1,3,1,1,1,3,2,1,1,1,2,1,1,0,0,290
1295,0,1,0,0,1,1,1,1,0,1,0,1,1,2,2,1,1,1,2,0,1,0,0,431
1296,0,1,0,1,2,1,3,1,2,4,1,2,0,2,3,1,2,1,1,1,1,0,0,1319
1297,0,1,1,0,2,1,2,1,3,5,0,0,0,2,3,0,0,0,0,0,1,0,2,702
1298,0,1,0,1,1,1,3,1,5,5,2,4,1,3,3,1,1,0,1,1,0,0,0,1421
1299,0,1,0,0,3,1,3,1,4,4,0,1,1,2,3,1,1,0,1,1,1,0,0,1652
1300,0,1,1,1,2,1,5,1,0,4,1,0,1,2,3,1,2,1,1,1,1,0,0,1610
1301,0,1,0,1,1,1,2,1,4,3,1,1,0,3,3,1,2,0,1,1,1,0,0,957
1302,0,1,0,0,1,1,2,0,1,1,0,1,0,2,2,1,0,0,0,0,1,1,0,877
1303,0,0,0,1,1,1,4,1,2,2,0,1,1,2,2,1,1,0,1,1,0,0,0,1022
1304,0,1,0,0,1,0,0,0,0,2,0,1,0,2,3,1,1,0,1,1,1,0,0,794
1305,0,0,0,1,1,1,3,1,1,2,0,1,1,2,3,1,1,0,1,1,1,0,0,1165
1306,0,1,1,1,1,1,1,1,3,2,0,0,0,3,2,1,1,0,1,0,1,0,0,982
1307,0,1,0,1,1,1,3,1,6,3,0,1,1,3,3,1,1,0,1,0,1,1,1,1220
1308,1,1,1,1,1,1,3,1,2,4,1,1,0,3,3,1,0,0,0,0,1,1,1,830
1309,0,1,0,1,1,1,3,1,4,3,1,1,1,3,3,0,0,0,0,0,1,0,0,1113
1310,0,1,1,0,1,1,1,1,0,3,0,1,0,2,3,1,0,0,0,0,1,1,2,637
1311,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,340
1312,0,1,0,0,1,0,0,0,0,1,0,1,0,2,2,0,1,1,2,0,0,0,0,127
1313,0,1,0,1,2,1,3,1,3,2,1,1,0,2,2,1,2,1,1,1,1,0,1,2251
1314,0,1,0,1,1,1,3,1,5,2,0,2,0,2,3,1,1,0,1,1,1,0,2,2115
1315,0,1,0,1,1,1,3,1,0,1,0,1,0,3,3,0,0,0,0,0,1,3,0,985
1316,0,1,0,1,2,1,4,1,5,5,2,2,0,3,2,1,2,0,1,1,1,0,0,1697
1317,0,0,0,1,1,1,3,1,5,2,1,1,0,2,3,1,1,0,1,1,1,1,0,1849
1318,0,1,0,1,1,1,3,1,3,1,0,1,1,2,3,1,2,0,1,1,0,0,0,1480
1319,0,1,0,1,1,1,4,1,1,2,0,1,1,3,3,1,1,0,1,0,1,0,0,1950
1320,0,1,1,0,1,1,2,1,0,5,1,3,1,3,3,1,2,1,2,1,1,0,0,1761
1321,0,1,1,1,2,1,3,1,7,5,1,3,1,2,3,1,1,0,1,1,1,0,0,1619
1322,0,1,1,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1187
1323,0,1,0,0,1,1,2,1,1,2,0,1,0,3,3,1,0,0,0,0,0,0,1,404
1324,0,1,0,1,1,0,0,0,4,2,0,3,1,1,2,1,1,0,1,0,0,0,0,515
1325,0,1,0,0,1,1,4,1,5,3,1,1,1,3,3,1,1,0,1,1,1,0,0,1374
1326,0,0,1,0,1,1,2,1,2,2,0,1,0,2,2,0,0,0,0,0,0,0,0,1119
1327,0,1,0,0,1,1,2,1,0,1,0,1,0,3,3,0,0,0,0,0,1,0,0,914
1328,0,0,0,1,1,1,3,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,936
1329,0,1,0,1,1,1,2,1,4,2,0,1,0,2,3,1,2,1,2,0,1,0,2,958
1330,0,1,1,0,1,1,2,1,3,4,1,0,0,3,3,1,0,0,0,0,1,3,0,1479
1331,0,1,1,1,2,1,3,1,3,3,1,3,0,2,2,1,2,0,1,1,1,0,0,800
1332,0,1,1,1,1,1,2,0,4,2,0,0,0,2,2,0,1,0,1,1,1,1,0,663
1333,0,1,1,1,2,1,3,1,2,2,0,1,0,3,3,1,1,0,1,1,0,0,0,1455
1334,0,1,1,1,1,1,3,1,1,3,1,2,0,2,3,1,1,0,1,1,0,0,0,748
1335,0,1,1,1,1,1,3,1,4,3,0,1,0,2,2,1,2,1,1,1,1,0,5,2303
1336,0,1,1,0,1,1,3,1,0,2,0,0,0,3,3,1,1,0,1,1,1,0,0,756
1337,0,1,0,1,2,1,5,1,1,4,0,1,0,2,2,1,0,0,0,0,1,0,0,803
1338,0,0,0,0,1,1,4,1,0,2,0,2,1,4,4,1,0,0,0,0,1,3,1,1238
1339,0,1,1,1,1,1,2,0,0,1,0,0,0,3,3,0,2,1,1,0,1,0,0,382
1340,1,1,0,1,3,1,4,1,4,5,1,1,1,3,3,1,1,0,1,1,1,0,1,1539
1341,0,1,1,1,1,1,2,1,0,2,0,1,1,2,3,1,3,2,1,1,1,0,0,2239
1342,0,1,1,1,2,1,2,1,4,4,0,2,0,3,3,1,3,0,1,1,1,2,0,882
1343,0,1,1,1,1,1,3,1,4,1,0,1,0,2,2,1,1,0,1,1,1,0,1,871
1344,0,1,0,1,1,1,2,1,4,2,0,1,0,2,2,0,0,0,0,0,1,0,0,881
1345,0,1,1,1,1,0,0,0,0,3,0,1,0,3,3,1,0,0,0,0,0,0,0,232
1346,0,1,1,1,1,1,3,1,6,4,0,0,0,3,3,0,1,0,1,1,1,0,0,1644
1347,0,1,1,1,2,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,1,0,0,263
1348,0,1,0,0,1,0,0,0,0,1,1,1,0,2,2,0,1,1,2,0,1,1,0,685
1349,0,1,1,1,1,1,3,1,0,3,1,2,1,2,3,1,1,1,2,1,1,0,0,1758
1350,0,1,0,0,1,1,2,1,4,1,0,0,0,2,2,1,0,0,0,0,1,0,2,408
1351,0,0,0,1,1,1,3,1,0,1,0,1,0,2,2,1,0,0,0,0,1,1,0,1093
1352,0,1,1,1,2,1,4,1,2,7,0,2,1,4,4,1,3,0,1,1,0,0,0,1427
1353,0,1,1,1,1,1,1,1,0,1,0,0,0,2,2,1,0,0,0,0,1,0,0,638
1354,0,1,0,1,1,1,3,1,2,5,0,3,1,4,4,1,1,1,2,1,1,0,0,1247
1355,0,1,0,0,1,1,2,1,1,5,1,1,0,3,3,0,1,0,1,1,1,1,0,1710
1356,0,1,1,0,1,1,4,1,0,4,3,2,0,2,3,1,5,2,1,1,1,5,1,3298
1357,0,1,1,1,1,1,3,1,5,4,0,2,0,2,2,1,1,1,2,1,1,0,0,1821
1358,0,1,0,1,1,1,4,1,1,4,0,1,1,2,3,0,0,0,0,0,1,0,0,940
1359,0,0,0,0,1,0,0,0,0,2,0,1,1,2,4,0,1,0,1,1,1,0,0,1787
1360,0,1,0,1,1,1,5,1,5,3,0,2,0,1,3,1,1,1,2,1,1,2,2,1399
1361,0,1,0,0,1,1,2,1,8,2,0,1,0,3,3,1,2,1,2,0,1,0,0,1149
1362,0,1,0,1,2,1,4,1,4,4,0,1,1,3,3,1,2,1,1,1,1,0,0,1114
1363,0,1,1,1,1,1,4,1,0,6,1,3,1,2,3,1,1,0,1,1,1,0,0,635
1364,0,1,0,1,1,1,2,1,5,4,0,1,0,2,2,0,2,1,1,1,1,0,0,1187
1365,0,1,1,0,1,1,3,1,5,4,0,2,1,2,3,1,3,0,1,1,1,0,0,77
1366,0,1,0,1,1,1,2,1,0,2,0,1,0,1,1,1,3,2,2,1,0,1,1,365
1367,0,1,1,1,1,1,2,1,3,4,0,1,1,1,2,1,2,0,1,1,1,0,0,1215
1368,0,1,1,0,2,1,2,1,4,3,0,1,1,2,3,1,1,0,1,1,1,4,0,1065
1369,0,0,1,1,1,0,0,0,1,1,0,1,0,1,2,0,1,1,2,1,0,0,0,217
1370,0,1,1,1,1,1,3,1,6,4,2,2,1,3,3,1,2,0,1,1,1,0,2,847
1371,0,1,0,0,2,1,3,1,0,3,2,3,1,2,3,1,3,1,2,1,1,0,1,1448
1372,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3,1,2,1,1,1,1,0,0,619
1373,0,1,1,0,1,1,3,1,3,0,0,0,0,0,0,1,0,0,0,0,1,5,1,2351
1374,0,1,0,1,1,1,3,1,1,2,0,1,0,2,2,0,1,0,1,1,1,0,0,910
1375,0,1,0,1,1,0,0,0,0,2,0,1,1,3,3,1,2,0,1,1,1,2,0,666
1376,0,1,0,0,1,1,5,1,1,4,0,3,1,3,3,0,1,0,1,1,1,0,0,844
1377,0,1,0,0,1,1,4,1,2,0,0,0,0,0,0,1,1,1,2,1,1,1,0,1609
1378,0,0,0,0,1,1,3,1,3,3,0,1,0,1,3,1,2,0,1,1,0,0,0,347
1379,0,1,0,0,1,0,0,1,2,1,0,0,0,2,2,1,0,0,0,0,1,0,1,527
1380,0,1,1,1,1,1,2,1,3,1,0,1,1,2,3,1,0,0,0,0,1,0,0,1356
1381,0,0,1,1,1,1,2,1,2,1,0,0,0,2,2,1,1,0,1,1,0,0,0,507
1382,0,1,0,1,2,1,2,1,1,2,0,1,0,3,3,1,1,0,1,1,1,0,0,1094
1383,0,1,1,0,1,1,2,1,0,3,0,0,0,2,2,0,1,0,1,1,1,2,0,969
1384,0,1,0,1,1,1,3,1,2,2,0,2,0,2,2,1,1,0,1,1,1,0,0,787
1385,0,1,0,1,1,1,2,1,4,2,0,1,0,3,3,1,0,0,0,0,1,0,1,1306
1386,0,1,1,0,1,1,3,1,3,3,1,1,1,2,2,1,1,0,1,1,1,1,0,1260
1387,0,1,1,1,1,0,0,0,0,2,1,1,1,3,3,1,1,0,1,0,0,0,0,234
1388,0,1,0,0,1,1,3,0,0,2,0,1,0,2,3,1,0,0,0,0,1,0,0,116
1389,0,1,1,0,1,1,2,0,0,2,1,2,1,2,2,1,2,0,1,1,1,0,0,621
1390,0,1,1,0,1,1,3,1,1,2,2,1,1,3,3,1,0,0,0,0,1,0,0,570
1391,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,429
1392,0,1,1,1,1,1,2,1,5,3,0,2,1,4,3,1,1,1,2,0,1,0,1,2530
1393,0,1,0,1,1,1,3,1,2,4,0,1,1,3,3,1,0,0,0,0,1,0,2,1192
1394,0,0,1,1,1,1,3,1,5,4,0,1,1,2,2,1,2,0,1,1,1,0,1,877
1395,0,1,0,0,1,1,2,1,3,3,0,1,0,2,2,0,2,2,2,1,1,0,0,1054
1396,0,1,0,1,1,1,1,1,5,1,0,0,0,2,2,1,0,0,0,0,1,0,0,428
1397,1,1,0,1,1,1,3,1,1,2,0,2,0,3,3,1,0,0,0,0,1,2,0,593
1398,0,1,0,0,1,0,0,0,0,1,0,1,0,4,4,0,0,0,0,0,0,0,0,386
1399,0,1,0,1,1,1,2,1,4,2,1,2,0,3,2,1,1,0,1,1,1,0,0,2052
1400,0,1,0,1,2,1,2,1,4,1,0,1,1,3,3,0,1,0,1,0,1,0,0,1551
1401,0,1,0,0,1,1,2,1,3,2,0,0,0,3,3,0,0,0,0,0,1,0,0,550
1402,0,1,0,0,1,0,0,0,0,2,0,2,0,3,3,0,0,0,0,0,0,0,0,127
1403,0,1,0,1,1,1,2,1,4,2,0,1,0,2,2,1,1,0,1,1,1,0,0,569
1404,0,1,0,1,1,1,2,1,2,2,2,1,0,3,4,0,3,1,1,1,1,0,2,1482
1405,0,1,0,0,2,1,3,1,6,5,2,2,1,3,2,1,4,2,2,1,1,0,0,3637
1406,0,1,0,0,2,1,2,1,1,2,1,1,1,1,2,0,1,1,2,1,1,0,0,964
1407,0,1,1,1,1,1,2,1,2,3,0,1,1,2,3,1,2,1,1,1,1,0,0,1350
1408,0,1,0,1,1,1,4,1,0,3,0,2,0,3,2,1,2,0,1,1,1,0,0,968
1409,1,1,0,0,1,1,3,1,0,2,1,1,0,1,1,0,2,0,1,1,1,0,0,2446
1410,1,1,0,1,2,1,3,1,3,3,0,1,0,3,3,1,2,0,1,1,1,2,0,2356
1411,0,1,1,1,2,1,2,1,5,7,0,1,0,3,3,1,2,0,1,1,1,1,0,753
1412,0,1,0,1,1,1,3,1,4,2,0,1,0,3,3,0,1,0,1,1,1,0,0,726
1413,0,1,0,1,2,1,3,1,3,4,0,2,1,2,3,1,1,1,2,1,1,1,0,1131
1414,0,1,0,1,1,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,1,3,0,399
1415,0,1,0,1,2,1,2,1,1,4,0,1,1,3,3,1,1,0,1,1,1,1,0,1153
1416,0,1,1,1,1,1,2,1,4,3,0,1,0,2,1,1,0,0,0,0,1,0,0,1113
1417,0,0,0,1,2,1,2,1,1,2,0,1,0,4,4,0,0,0,0,0,1,0,0,894
1418,0,0,1,0,1,1,2,1,1,2,0,2,0,3,3,0,0,0,0,0,1,0,0,772
1419,0,1,0,1,1,1,3,1,2,3,0,2,0,3,3,1,1,0,1,1,1,2,1,1207
1420,0,1,1,1,1,1,2,1,1,2,0,1,0,1,2,1,2,1,2,1,1,2,1,884
1421,0,1,0,1,1,1,1,1,0,1,0,1,1,2,2,1,0,0,0,0,1,0,0,349
1422,0,1,1,1,1,1,3,1,0,3,0,2,0,2,3,1,2,0,1,1,1,0,0,1883
1423,1,1,0,1,1,1,4,1,0,2,0,0,0,2,1,1,1,0,1,1,0,0,0,1170
1424,0,1,0,0,1,1,2,1,2,4,1,2,0,3,2,1,1,0,1,1,1,0,0,946
1425,0,1,1,1,2,1,3,1,1,2,0,2,0,3,4,1,2,2,2,1,1,1,0,951
1426,0,1,0,0,2,1,2,1,4,4,0,0,0,2,2,0,0,0,0,0,1,0,0,1371
1427,0,1,0,0,1,1,3,1,0,3,1,2,1,1,1,1,1,1,2,0,1,0,0,1158
1428,0,1,0,1,1,0,0,0,0,2,0,0,0,2,2,1,1,0,1,0,0,0,0,363
1429,0,1,0,0,1,1,4,1,2,2,0,0,0,2,3,0,0,0,0,0,1,0,0,916
1430,0,1,1,1,1,1,2,1,3,2,0,0,0,3,2,1,1,0,1,1,1,0,1,638
1431,0,1,1,1,1,1,3,1,2,3,1,3,0,4,3,0,0,0,0,0,1,1,0,1879
1432,0,1,1,1,3,1,3,1,4,11,7,3,0,3,2,1,4,1,1,1,1,1,0,1742
1433,0,1,0,1,1,1,2,1,1,3,0,0,0,2,3,1,0,0,0,0,1,0,0,1052
1434,0,1,1,0,1,1,1,1,1,3,0,0,0,3,3,0,1,0,1,0,1,0,0,1126
1435,0,1,0,0,1,1,2,1,5,5,1,2,0,3,3,1,1,0,1,1,1,0,4,660
1436,0,1,0,1,2,1,5,1,1,5,0,2,1,3,3,1,2,0,1,1,1,1,0,888
1437,0,1,0,1,1,1,4,1,2,4,0,1,1,3,3,1,1,0,1,1,1,0,0,706
1438,0,0,0,1,1,1,3,1,4,5,1,2,1,3,3,0,1,0,1,1,1,0,2,1978
1439,0,1,0,1,1,0,0,0,1,2,0,1,0,3,3,1,0,0,0,0,0,2,0,742
1440,0,1,1,1,1,1,3,1,0,2,0,1,1,2,2,1,1,0,1,1,1,0,0,1088
1441,0,1,1,1,2,1,2,1,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,750
1442,0,0,1,0,1,0,0,0,1,2,0,1,0,4,4,0,1,1,2,0,1,0,0,271
1443,0,1,1,1,1,1,2,1,4,3,0,2,0,3,3,0,1,0,1,1,1,0,0,799
1444,0,1,0,1,1,1,2,0,4,2,0,0,0,3,3,0,0,0,0,0,0,0,0,300
1445,0,1,1,1,2,1,2,1,3,5,2,2,0,2,2,1,1,0,1,1,1,0,0,1064
1446,0,0,0,1,1,1,2,1,1,3,1,2,1,2,4,1,0,0,0,0,1,0,0,1157
1447,0,1,0,1,1,0,0,0,1,2,0,2,0,2,2,0,0,0,0,0,0,2,0,757
1448,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1100
1449,0,1,0,1,1,1,2,1,4,2,0,0,0,4,4,0,0,0,0,0,0,0,0,257
1450,0,1,0,0,1,1,3,1,1,4,1,4,1,3,3,1,1,1,2,1,1,0,2,1319
1451,0,1,0,1,1,1,3,1,5,3,0,1,0,2,2,0,1,0,1,1,1,0,0,1099
1452,0,1,0,1,2,1,5,1,3,5,0,2,1,3,3,1,1,0,1,1,1,0,0,1649
1453,0,0,0,0,1,1,3,1,3,4,0,1,1,3,3,1,1,0,1,1,1,0,0,1791
1454,0,1,0,1,1,1,2,1,1,2,0,1,0,3,3,0,1,0,1,1,1,0,1,674
1455,0,1,0,1,2,1,2,1,4,2,0,1,0,3,3,1,1,1,2,1,1,0,0,1654
1456,0,1,0,1,1,1,2,1,2,3,0,0,1,4,3,0,0,0,0,0,1,0,0,1576
1457,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,226
1458,0,1,0,1,1,1,3,1,0,3,0,1,1,3,4,1,1,0,1,1,0,1,2,368
1459,0,1,1,1,1,1,2,1,2,3,0,1,0,2,3,0,0,0,0,0,0,0,0,217
1460,0,1,1,1,1,1,3,1,0,6,1,3,1,3,3,1,3,2,1,1,1,1,1,3286
1461,0,1,0,1,2,1,4,1,2,5,1,4,1,3,3,1,2,0,1,1,1,1,0,1053
1462,0,0,1,0,1,0,0,0,0,2,0,1,0,2,2,1,1,0,1,1,1,0,0,1237
1463,0,1,0,1,1,1,3,1,0,2,1,2,1,3,3,1,2,0,1,0,0,2,0,725
1464,0,1,0,1,2,1,2,1,1,3,1,1,1,3,3,1,5,1,1,1,1,2,0,1181
1465,0,1,0,1,1,1,2,1,1,1,0,0,0,3,2,1,0,0,0,0,1,0,0,661
1466,0,1,1,1,1,1,3,1,5,3,1,2,1,2,3,1,2,0,1,1,1,0,2,1406
1467,0,1,1,1,1,1,3,1,2,3,0,2,0,3,2,1,3,1,1,1,1,0,0,1037
1468,0,1,1,1,1,1,4,1,2,3,1,2,1,1,2,1,3,1,2,1,0,3,0,2588
1469,0,1,1,0,1,1,2,1,5,1,1,1,0,3,3,0,1,0,1,1,1,0,12,1780
1470,0,1,1,1,1,1,2,0,1,2,0,0,0,2,2,0,0,0,0,0,1,0,0,544
1471,0,1,1,1,1,1,2,1,3,2,0,1,1,3,3,1,2,2,2,1,1,0,0,499
1472,0,0,1,1,2,1,2,1,4,3,0,2,0,3,2,1,1,0,1,1,1,1,0,1195
1473,0,1,1,0,1,1,2,1,4,2,1,1,1,2,2,1,1,0,1,1,1,0,0,1186
1474,0,1,0,1,2,1,4,1,0,5,0,1,1,2,3,1,3,0,1,1,1,3,0,1971
1475,0,1,0,0,1,1,2,1,0,2,1,0,0,2,2,0,0,0,0,0,1,0,0,726
1476,0,1,1,0,1,1,3,1,2,2,1,1,0,2,3,1,1,0,1,1,1,0,1,1404
1477,0,1,0,1,1,1,3,1,1,1,0,1,1,2,2,0,1,0,1,0,1,0,0,1024
1478,0,1,0,0,1,1,2,1,1,3,1,2,1,2,2,1,2,0,1,1,1,0,0,661
1479,0,1,0,0,1,1,1,1,4,4,0,3,0,3,3,0,2,0,1,1,1,0,0,1447
1480,0,1,0,1,1,0,0,0,0,3,0,2,1,3,3,1,1,0,1,1,0,0,0,887
1481,0,1,1,0,1,1,3,1,5,3,0,1,0,3,3,1,1,0,1,0,1,0,2,1472
1482,0,1,0,0,2,1,2,1,2,2,1,1,0,3,3,1,1,0,1,1,1,0,1,1084
1483,0,0,0,1,1,1,1,0,2,1,0,0,0,4,4,0,0,0,0,0,1,0,0,469
1484,0,1,0,1,2,1,4,1,1,3,2,3,1,2,3,0,4,2,1,1,1,5,0,2545
1485,0,1,0,1,2,1,3,1,4,2,0,1,0,3,3,1,2,0,1,1,0,0,0,584
1486,0,1,1,0,2,1,3,1,5,4,1,3,1,3,3,1,3,2,2,1,1,0,2,1883
1487,1,1,0,1,1,1,2,1,3,3,0,1,1,3,4,1,1,1,2,1,1,0,0,637
1488,0,1,0,1,1,1,3,1,5,4,0,0,0,3,3,1,0,0,0,0,1,0,0,1955
